"source";"Act. GI Day";"Actual delivery date";"BG  booked";"BG  booked2";"Calendar Day";"Carrier";"Carrier2";"Company Code";"Company Code2";"Core Business Indicator";"Core Business Indicator2";"Country ship-to";"Country ship-to2";"Country sold-to";"Country sold-to2";"Created on";"Cust Hier1";"Cust Hier12";"Cust Hier2";"Cust Hier22";"Cust Hier3";"Cust Hier32";"Customer Channel";"Customer Channel2";"Customer Cluster";"Customer Cluster2";"Delivery date plann.";"Delivery plant";"Delivery plant2";"Document currency";"Document currency2";"Exchange rate effect";"Extern. Sales Office";"Extern. Sales Office2";"FI-ML0";"FI-ML02";"Fiscal year/period";"Fiscal year/period2";"Int. Sales Group";"Int. Sales Group2";"Int. Sales office";"Int. Sales office2";"Key Industry";"Key Industry2";"Leg transp. Chain";"Leg transp. Chain2";"Loading Country";"Loading Country2";"Loading location";"Loading location2";"Marketing Customer ship-to";"Marketing Customer ship-to2";"Marketing Customer sold-to";"Marketing Customer sold-to2";"Marketing Level 0";"Marketing Level 02";"Marketing Level 1";"Marketing Level 12";"Marketing Level 2";"Marketing Level 22";"Marketing Level 3";"Marketing Level 32";"Marketing Level 4";"Marketing Level 42";"Material";"Material2";"Mode of transport";"Mode of transport2";"Net due date";"PH3 Cluster";"PH3 Cluster2";"Plan. goods is. date";"Plant";"Plant2";"Posting date";"Prod.Hier.1";"Prod.Hier.12";"Prod.Hier.2";"Prod.Hier.22";"Prod.Hier.3";"Prod.Hier.32";"Prod.Hier.4";"Prod.Hier.42";"Prod.Hier.5";"Prod.Hier.52";"Prod.Hier.6";"Prod.Hier.62";"Prod.Hier.622";"Prod.Hier.6222";"Produced Material";"Produced Material2";"Region ship-to";"Region ship-to2";"Region sold-to";"Region sold-to2";"Reporting Unit  book";"Reporting Unit  book2";"Risk Class";"Risk Class2";"Risk category";"Risk category2";"SBE";"SBE2";"Sales Organization";"Sales Organization2";"Ship-to";"Ship-to2";"ShipTo State/ Province";"ShipTo State/ Province2";"Sold-to";"Sold-to2";"SoldTo State/ Province";"SoldTo State/ Province2";"Subregion ship-to";"Subregion ship-to2";"Subregion sold-to";"Subregion sold-to2";"T3 Arr. Date planned";"T3 Arr. date actual";"T3 Loading Loc. ROI";"T3 Loading Loc. ROI2";"T3 SH Shipper";"T3 SH Shipper2";"TM Destin. Location";"TM Destin. Location2";"Unpacked good";"Unpacked good2";"KPI AR-KeyDate: Amount in EUR";"KPI AR-KeyDate: Counter";"KPI AR-KeyDate: Net Value of Billing Item (DC)";"KPI AR-KeyDate: Weighted WoC Target days";"KPI AR-KeyDate: Weighted target days";"KPI AR-PM: Amount EUR";"KPI AR-PM: Counter";"KPI AR-PM: Diff WoC Target";"KPI AR-PM: EDO (Effective Days Outstanding)";"KPI AR-PM: Performance Days";"KPI AR-PM: Posting Days";"KPI AR-PM: Weighted WoC Target days";"KPI AR-PM: Weighted days late";"KPI AR-PM: Weighted performance";"KPI AR-PM: Weighted target days";"KPI COPA: Gross Sales Qty";"KPI COPA: Gross sales";"KPI COPA: Net proceeds";"KPI COPA: Net sales";"KPI COPA: Sales adjustments";"KPI COPA: Sales deductions";"KPI COSMOS: Consolidated Marginal Income 2a";"KPI COSMOS: Consolidated Marginal Income I";"KPI COSMOS: Gross Sales";"KPI COSMOS: Gross Sales Qty (in+ex)";"KPI COSMOS: Net Proceeds";"KPI COSMOS: Net Sales";"KPI COSMOS: Product Costs  Var.";"KPI COSMOS: Sales Adjustments";"KPI COSMOS: Sales Deductions";"KPI COSMOS: Total Manufacturing Costs  Fix";"KPI OTIF: # OT not in full";"KPI OTIF: # OTIF";"KPI OTIF: # late GI";"KPI OTIF: # late IF";"KPI OTIF: # late NIF";"KPI OTIF: # late create";"KPI OTIF: # late transport";"KPI OTIF: # not in full";"KPI OTIF: # on time";"KPI OTIF: # total deliveries";"KPI OTIF: # total late";"KPI OTIF: # total late+OT NIF";"KPI OTIF: 1. Agreed quantity KG";"KPI OTIF: Delivery Quantity KG";"KPI OTIF: Overdelivery KG";"KPI OTIF: Qty deviation KG";"KPI OTIF: Underdelivery KG";"KPI Sales: Delivery Quantity KG";"KPI Sales: Net value deliv. DC";"KPI Sales: Net value delivery EUR"
"AR-KeyDate";"";"";"73";"EP";"";"";"";"1705";"Covestro Guangzhou/C";"E";"Non core coproducer";"#";"Not assigned";"#";"Not assigned";"";"#";"Not assigned";"#";"#";"#";"#";"D01";"DIR-Direct";"#";"Not assigned";"";"YBK9";"DCRP MUSTERSERVICE D";"";"";"";"#";"Not assigned";"70";"PM";"003.2025";"003.2025";"LH1";"CHEYO";"";"";"05";"Wood & Furniture";"";"";"";"";"";"";"#";"Not assigned";"#";"Not assigned";"70";"PM";"A70";"PM Sales APAC";"531";"PM TC SF/AS (TDI+)";"075";"PM Flex Foam APAC";"A902";"PM Furnit FF Slabsto";"3827899";"DESMODUR T 80-CN         0000,00 KG T01";"";"";"08.04.2025";"70520";"STDI";"";"YBK9";"DCRP MUSTERSERVICE D";"12.03.2025";"70";"PM";"05";"TDI PM";"140";"TDI T 80";"191";"TDI T 80";"#";"70/05/140/191/Not as";"#";"70/05/140/191/Not as";"";"";"83331209";"TDI T 80 CN";"#";"Not assigned";"#";"Not assigned";"060";"EP Resins";"3";"Medium default risk";"#/#";"Not assigned";"31";"EP";"4A20";"COV Guangzhou Ltd";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"";"";"";"";"";"";"";"";"6362338";"DESMODUR T 80-CN";"40336,64";"2,000";"41184,32";"847069,44";"1210099,20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COPA";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"E";"Non core coproducer";"DE";"Germany";"DE";"Germany";"";"72";"CA Flagship";"721";"CA A&C";"75003";"A&C Deco Exterior";"D01";"DIR-Direct";"#";"Not assigned";"";"B8QA";"PRD CA  ISOCYANATES";"";"";"";"BMSPL";"BMS PLANT";"";"";"008.2026";"008.2026";"599";"SALESGROUP GLOBAL";"SHA1";"COV Shanghai";"01";"Automotive";"";"";"";"";"";"";"3579162";"IMCD N.V.";"3579162";"IMCD N.V.";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"142";"EP MOB INT";"A386";"EP MOB INT";"80931612";"B.T65XF         901510            OB090W";"";"";"";"73060";"EP Resins";"";"B8QA";"PRD CA  ISOCYANATES";"04.08.2026";"73";"EP";"31";"RESINS";"414";"BAYBLEND T / GV";"775";"BAYBLEND T XF";"#";"73/31/414/775/Not as";"#";"73/31/414/775/Not as";"";"";"6566510";"B.T65XF         901510";"R1";"EMEA";"R1";"EMEA";"060";"EP Resins";"";"";"";"";"31";"EP";"B820";"COV Polymers (China)";"890997";"IMCD Deutschland GmbH";"DE 05";"Nrth Rhine Westfalia";"890997";"IMCD Deutschland GmbH";"DE 05";"Nrth Rhine Westfalia";"R11";"WEST EUROPE";"R11";"WEST EUROPE";"";"";"";"";"";"";"";"";"6566510";"B.T65XF         901510";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9748,251";"98652,30";"91258,02";"92969,40";"1711,38";"5682,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-PM";"";"";"75";"CA";"";"";"";"1175";"Covestro Resins(Fosh";"P";"Core coproducer";"#";"Not assigned";"#";"Not assigned";"";"#";"Not assigned";"#";"#";"#";"#";"D01";"DIR-Direct";"#";"Not assigned";"";"";"";"";"";"";"#";"Not assigned";"70";"PM";"004.2026";"004.2026";"599";"SALESGROUP GLOBAL";"IN01";"COV India";"05";"Wood & Furniture";"";"";"";"";"";"";"#";"Not assigned";"#";"Not assigned";"70";"PM";"N70";"PM Sales NA";"540";"PM TC SF/AS (TDI+)";"083";"PM Flex Foam NA";"N002";"PM Slabstock Foam";"2373401";"ARCOL POLYOL F-3040      0000,00 KG R001";"";"";"17.05.2026";"#";"Not assigned";"";"B8KA";"PRD PM  WS CAO";"17.04.2026";"70";"PM";"06";"PET PM";"200";"PET LONG-CHAINED";"201";"BASE POLYETHER LONG-";"#";"70/06/200/201/Not as";"#";"70/06/200/201/Not as";"";"";"5672708";"PET F-3040";"#";"Not assigned";"#";"Not assigned";"050";"PRD";"Not assigned";"Not assigned";"";"";"52";"PRD";"DF20";"Covestro (Foshan)";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"";"";"";"";"";"";"";"";"5493978";"ARCOL POLYOL F-3040";"";"";"";"";"";"18489,23";"3,000";"16";"37,00";"39,00";"2,00";"388273,83";"129424,61";"684,10";"554676,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COPA";"";"";"75";"CA";"";"";"";"1175";"Covestro Resins(Fosh";"C";"Core external market";"CN";"PR of China";"CN";"PR of China";"";"50";"PM PC Resin";"518";"PM Resins";"70170";"PM Resin Others";"D01";"DIR-Direct";"#";"Not assigned";"";"B8KA";"PRD PM  WS CAO";"";"";"";"#";"Not assigned";"";"";"009.2025";"009.2025";"599";"SALESGROUP GLOBAL";"I120";"COV in.Priv.Ltd.";"12";"Chemical";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"N70";"PM Sales NA";"761";"PM RPM BC NA";"650";"PM IBC US/CAN  NA";"N608";"PM Baytown Caustic";"2818640";"SODIUM HYDRXD 50%NON NSF 0000,00 KG T001";"";"";"";"#";"Not assigned";"";"B8KA";"PRD PM  WS CAO";"19.09.2025";"76";"BASIC CHEMICALS";"61";"BASIC CHEMICALS";"096";"SODIUMHYDROXIDE";"573";"SODIUMHYD.SOL.50%";"#";"76/61/096/573/Not as";"#";"76/61/096/573/Not as";"";"";"5594561";"LIQUID CAUSTIC SODA 50%";"R3";"APAC";"R3";"APAC";"050";"PRD";"";"";"";"";"52";"PRD";"DF20";"Covestro (Foshan)";"3581054";"Plant NLAJ";"CN";"CN/Not assigned";"3581054";"Plant NLAJ";"CN";"CN/Not assigned";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"85314522";"SODIUM HYDROXIDE SOL 50% NON NSF";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13732,250";"50122,71";"46508,19";"46827,78";"319,59";"3294,93";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COSMOS";"";"";"73";"EP";"20.05.2025";"";"";"1554";"Covestro Polymers (C";"P";"Core coproducer";"CN";"PR of China";"CN";"PR of China";"";"01";"EP Mobility";"301";"EP Mobility";"73061";"EP MOB Lighting";"D01";"DIR-Direct";"#";"Not assigned";"";"4AAB";"PRD EP  CPD GUA 4AAB";"";"";"-215,99";"#";"Not assigned";"";"";"005.2025";"005.2025";"599";"SALESGROUP GLOBAL";"B220";"Western Europe";"01";"Automotive";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"136";"EP MOB Lighting";"A385";"EP MOB Lighting";"4400465";"M.AL2647P       550396            FA080M";"";"";"";"73060";"EP Resins";"";"4AAB";"PRD EP  CPD GUA 4AAB";"";"73";"EP";"31";"RESINS";"625";"MAKROLON FOR IM - WE";"886";"IM WS AL";"#";"73/31/625/886/Not as";"#";"73/31/625/886/Not as";"";"";"180820";"M.AL2647P       550396";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"";"";"";"";"31";"EP";"B820";"COV Polymers (China)";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"180820";"M.AL2647P       550396";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10819,07";"10398,57";"27896,74";"3632,388";"25599,20";"26834,90";"15200,63";"1235,70";"1061,84";"3522,18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COPA";"";"";"73";"EP";"";"";"";"1705";"Covestro Guangzhou/C";"#";"Not assigned";"DE";"Germany";"DE";"Germany";"";"53";"PM Others";"514";"PM Others";"70292";"PM Plixxent";"D04";"DIR-KA Large Account";"1195";"PM IS PLX (former TUR)";"";"B8QA";"PRD CA  ISOCYANATES";"";"";"";"#";"Not assigned";"";"";"008.2025";"008.2025";"LH1";"CHEYO";"HK01";"COV Hong Kong";"12";"Chemical";"";"";"";"";"";"";"11255428";"PLIXXENT Holding GmbH";"11255428";"PLIXXENT Holding GmbH";"70";"PM";"E70";"PM Sales EMLA";"721";"PM RPM BC EMLA";"640";"PM MB 2 EMEA";"E114";"PM End user MB 2";"2313662";"SODIUMHYDROXIDE LIQ.50%  0000,00 KG T01";"";"";"";"70800";"BC";"";"B8QA";"PRD CA  ISOCYANATES";"30.08.2025";"76";"BASIC CHEMICALS";"61";"BASIC CHEMICALS";"096";"SODIUMHYDROXIDE";"573";"SODIUMHYD.SOL.50%";"#";"76/61/096/573/Not as";"#";"76/61/096/573/Not as";"";"";"5452627";"SODIUM HYDROXIDE SOLUTION 50 %";"R1";"EMEA";"R1";"EMEA";"060";"EP Resins";"";"";"";"";"31";"EP";"4A20";"COV Guangzhou Ltd";"3545476";"PLIXXENT GmbH & Co. KG";"DE 03";"Lower Saxony";"3545476";"PLIXXENT GmbH & Co. KG";"DE 03";"Lower Saxony";"R11";"WEST EUROPE";"R11";"WEST EUROPE";"";"";"";"";"";"";"";"";"5452627";"SODIUM HYDROXIDE SOLUTION 50 %";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7472,907";"90422,17";"84581,25";"86500,09";"1918,85";"3922,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COPA";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"T";"Core tolling";"MX";"Mexico";"MX";"Mexico";"";"50";"PM PC Resin";"518";"PM Resins";"70170";"PM Resin Others";"I08";"IN-PLA TransPlant";"#";"Not assigned";"";"4AAB";"PRD EP  CPD GUA 4AAB";"";"";"";"#";"Not assigned";"";"";"002.2026";"002.2026";"599";"SALESGROUP GLOBAL";"MXDF";"Covestro Mexico";"05";"Wood & Furniture";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"75";"CA";"A75";"CA S&MD APAC";"408";"CA SMD GCH SBD";"852";"IC GCH";"A720";"ICFurnitureGCH";"3934873";"DESMODUR L 75 (C)-CN     0225,00 KG B01";"";"";"";"75020";"ARP";"";"4AAB";"PRD EP  CPD GUA 4AAB";"16.02.2026";"75";"CA";"54";"ARO";"658";"DESMODUR L";"390";"DESMODUR L";"#";"75/54/658/390/Not as";"#";"75/54/658/390/Not as";"";"";"6478670";"DESMODUR L 75 (C)-CN";"R2";"NA";"R2";"NA";"060";"EP Resins";"";"";"";"";"31";"EP";"B820";"COV Polymers (China)";"3417381";"Plant MXA1";"MX MEX";"Mexico";"3417381";"Plant MXA1";"MX MEX";"Mexico";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"6478670";"DESMODUR L 75 (C)-CN";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11288,896";"111082,74";"103353,74";"108423,94";"5070,20";"2658,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-PM";"";"";"73";"EP";"";"";"";"0422";"Covestro (Thailand)";"O";"Non core others";"CN";"PR of China";"CN";"PR of China";"";"72";"CA Flagship";"732";"CA Auto";"75012";"Auto OEM Metal";"D01";"DIR-Direct";"#";"Not assigned";"";"";"";"";"";"";"#";"Not assigned";"70";"PM";"012.2025";"012.2025";"599";"SALESGROUP GLOBAL";"B220";"Western Europe";"15";"Other Industries";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"A70";"PM Sales APAC";"521";"PM TC CON/OTH (MDI+)";"046";"PM Others APAC";"A956";"PM New Custo. APAC";"2536122";"DESMODUR 44 V 20 L       0250,00 KG B13";"";"";"23.01.2026";"70630";"SMDI";"";"ORY1";"DCRP TOTAL DIST COLU";"25.12.2025";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"4203380";"MDI 44 V 20 L";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"Not assigned";"Not assigned";"";"";"31";"EP";"TH20";"COV (Thailand) Ltd.";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"5596408";"DESMODUR 44 V 20 L";"";"";"";"";"";"65390,81";"1,000";"3";"18,00";"19,00";"1,00";"980862,15";"-784689,72";"1177,03";"1961724,30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-KeyDate";"";"";"75";"CA";"";"";"";"1175";"Covestro Resins(Fosh";"O";"Non core others";"CZ";"Czech Republic";"CZ";"Czech Republic";"";"01";"EP Mobility";"301";"EP Mobility";"73061";"EP MOB Lighting";"D01";"DIR-Direct";"3146";"EP Hella";"";"THAB";"PRD EP  CPD MTP THAB";"";"";"";"#";"Not assigned";"70";"PM";"002.2025";"002.2025";"599";"SALESGROUP GLOBAL";"";"";"15";"Other Industries";"";"";"";"";"";"";"11322077";"Forvia SE";"11322077";"Forvia SE";"70";"PM";"A70";"PM Sales APAC";"521";"PM TC CON/OTH (MDI+)";"046";"PM Others APAC";"A956";"PM New Custo. APAC";"2536122";"DESMODUR 44 V 20 L       0250,00 KG B13";"";"";"10.04.2025";"70630";"SMDI";"";"THAB";"PRD EP  CPD MTP THAB";"25.02.2025";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"4203380";"MDI 44 V 20 L";"R1";"EMEA";"R1";"EMEA";"050";"PRD";"3";"Medium default risk";"#/#";"Not assigned";"52";"PRD";"DF20";"Covestro (Foshan)";"7356710";"HELLA AUTOTECHNIK NOVA s.r.o.";"CZ";"CZ/Not assigned";"7356710";"HELLA AUTOTECHNIK NOVA s.r.o.";"CZ";"CZ/Not assigned";"R12";"EEMEA";"R12";"EEMEA";"";"";"";"";"";"";"";"";"5596408";"DESMODUR 44 V 20 L";"43284,62";"1,000";"";"908977,02";"1947807,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COSMOS";"";"";"75";"CA";"30.04.2026";"";"";"1175";"Covestro Resins(Fosh";"T";"Core tolling";"CN";"PR of China";"CN";"PR of China";"";"02";"EP EE";"303";"EP Electrical";"73029";"EP Security";"D01";"DIR-Direct";"#";"Not assigned";"";"B8KA";"PRD PM  WS CAO";"";"";"-83,71";"#";"Not assigned";"";"";"004.2026";"004.2026";"599";"SALESGROUP GLOBAL";"B220";"Western Europe";"02";"Construction";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"E70";"PM Sales EMLA";"520";"PM TC CON/OTH (MDI+)";"085";"PM Constr. Ins.EMEA";"E078";"PM MetalPanelsConti.";"696114";"DESMODUR 44 V 70 L       0000,00 KG T01";"";"";"";"70630";"SMDI";"";"B8KA";"PRD PM  WS CAO";"";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"5637295";"MDI 44 V 70 L";"R3";"APAC";"R3";"APAC";"050";"PRD";"";"";"";"";"52";"PRD";"DF20";"Covestro (Foshan)";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"4383729";"DESMODUR 44 V 70 L";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10819,31";"10681,88";"31118,00";"4051,823";"28741,13";"29506,74";"18059,25";"765,61";"1611,26";"3026,03";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-KeyDate";"";"";"75";"CA";"";"";"";"1175";"Covestro Resins(Fosh";"O";"Non core others";"CN";"PR of China";"CN";"PR of China";"";"02";"EP EE";"303";"EP Electrical";"73029";"EP Security";"D01";"DIR-Direct";"#";"Not assigned";"";"THAB";"PRD EP  CPD MTP THAB";"";"";"";"#";"Not assigned";"73";"EP";"011.2025";"011.2025";"599";"SALESGROUP GLOBAL";"";"";"01";"Automotive";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"142";"EP MOB INT";"A386";"EP MOB INT";"6588824";"B.T65XF CN      901510            BE100W";"";"";"02.12.2025";"73060";"EP Resins";"";"THAB";"PRD EP  CPD MTP THAB";"05.11.2025";"73";"EP";"31";"RESINS";"414";"BAYBLEND T / GV";"775";"BAYBLEND T XF";"#";"73/31/414/775/Not as";"#";"73/31/414/775/Not as";"";"";"939355";"B.T65XF CN      901510";"R3";"APAC";"R3";"APAC";"050";"PRD";"1";"Excellent default";"1257/#";"1257/Not assigned";"52";"PRD";"DF20";"Covestro (Foshan)";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"939355";"B.T65XF CN      901510";"75044,21";"1,000";"76454,75";"1125663,15";"2251326,30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-KeyDate";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"O";"Non core others";"#";"Not assigned";"#";"Not assigned";"";"#";"Not assigned";"#";"#";"#";"#";"D03";"DIR-LT Long Tail (direct)";"#";"Not assigned";"";"B8AA";"PRD PM  MDI TRAIN CA";"";"";"";"#";"Not assigned";"70";"PM";"002.2025";"002.2025";"599";"SALESGROUP GLOBAL";"";"";"15";"Other Industries";"";"";"";"";"";"";"#";"Not assigned";"#";"Not assigned";"70";"PM";"A70";"PM Sales APAC";"521";"PM TC CON/OTH (MDI+)";"046";"PM Others APAC";"A956";"PM New Custo. APAC";"2536122";"DESMODUR 44 V 20 L       0250,00 KG B13";"";"";"09.03.2025";"70630";"SMDI";"";"B8AA";"PRD PM  MDI TRAIN CA";"11.02.2025";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"4203380";"MDI 44 V 20 L";"#";"Not assigned";"#";"Not assigned";"060";"EP Resins";"3";"Medium default risk";"#/#";"Not assigned";"31";"EP";"B820";"COV Polymers (China)";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"";"";"";"";"";"";"";"";"5596408";"DESMODUR 44 V 20 L";"28761,95";"3,000";"";"604000,95";"862858,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sales";"08.09.2025";"10.09.2025";"";"";"";"";"";"";"";"C";"Core external market";"CN";"PR of China";"CN";"PR of China";"05.09.2025";"#";"Not assigned";"#";"#";"#";"#";"D01";"DIR-Direct";"#";"Not assigned";"08.09.2025";"B8AA";"PRD PM  MDI TRAIN CA";"EUR";"Euro";"";"";"";"";"";"";"";"";"";"EMLA";"Sales office EMLA";"01";"Automotive";"";"";"";"";"";"";"11367042";"PLANT 1SVV";"11367042";"PLANT 1SVV";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"136";"EP MOB Lighting";"A385";"EP MOB Lighting";"3530780";"M.2405C         901510            US2215";"";"";"";"#";"Not assigned";"08.09.2025";"B8AA";"PRD PM  MDI TRAIN CA";"";"73";"EP";"31";"RESINS";"626";"MAKROLON FOR IM - DR";"903";"IM DS OPAQUE";"#";"73/31/626/903/Not as";"#";"73/31/626/903/Not as";"86045257";"M.LQ2887P       551277";"1446";"M.2405C         901510";"R3";"APAC";"R3";"APAC";"";"";"";"";"";"";"";"";"";"";"11367042";"PLANT 1SVV";"CN 190";"Guangdong";"11367042";"PLANT 1SVV";"CN 190";"Guangdong";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"1446";"M.2405C         901510";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11811,030";"154252,05";"151856,52"
"AR-PM";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"O";"Non core others";"CN";"PR of China";"CN";"PR of China";"";"02";"EP EE";"303";"EP Electrical";"73017";"EP DIS Electrical";"D01";"DIR-Direct";"#";"Not assigned";"";"";"";"";"";"";"BMSPL";"BMS PLANT";"73";"EP";"011.2025";"011.2025";"599";"SALESGROUP GLOBAL";"B220";"Western Europe";"01";"Automotive";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"136";"EP MOB Lighting";"A385";"EP MOB Lighting";"56843799";"M.2405C         901510   MAS048   BK150W";"";"";"25.12.2025";"73060";"EP Resins";"";"B8KA";"PRD PM  WS CAO";"30.11.2025";"73";"EP";"31";"RESINS";"626";"MAKROLON FOR IM - DR";"903";"IM DS OPAQUE";"#";"73/31/626/903/Not as";"#";"73/31/626/903/Not as";"";"";"598116";"M.2405C         901510   MAS048";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"Not assigned";"Not assigned";"";"";"31";"EP";"B820";"COV Polymers (China)";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"598116";"M.2405C         901510   MAS048";"";"";"";"";"";"6513,07";"1,000";"6";"21,00";"22,00";"1,00";"97696,05";"-58617,63";"136,77";"195392,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
